id,model_score,model_risk_grade
70964180,522,E
69425277,498,G
53192649,535,C
103267857,554,B
63448634,507,F
113839572,532,D
120239154,566,A
68508691,527,D
51326608,535,C
84496176,512,F
129370017,540,C
93522534,558,A
94198015,518,E
44915134,504,G
67735801,520,E
97356563,543,B
53071627,556,A
48274641,509,F
71947570,544,B
55543648,493,G
88089303,537,C
52006542,523,E
96643431,545,B
49944598,509,F
40472707,517,E
56128806,526,D
131170908,522,E
114175878,539,C
99253499,564,A
63287369,519,E
76894313,503,G
38505666,558,A
90136674,542,C
90240249,519,E
85187610,508,F
51327012,514,F
55421816,552,B
110358732,547,B
44945820,506,F
70023668,522,E
44075276,513,F
73713059,526,D
126960064,492,G
60980160,509,F
46456998,517,E
81384974,533,D
46377885,520,E
75151834,540,C
63374227,531,D
76282117,526,D
115072570,577,A
64008800,507,F
107529885,536,C
131258753,539,C
59310367,510,F
56864853,522,E
84132849,504,G
83973019,541,C
49963946,547,B
117615837,506,F
46234382,539,C
107226378,549,B
105313299,531,D
72214608,534,C
98755385,525,D
63417437,538,C
59222492,527,D
49884140,562,A
105668489,534,C
121299454,515,E
71027115,513,F
95066227,519,E
57744005,511,F
127567285,530,D
111097247,549,B
94606322,521,E
38772378,514,F
89815751,557,A
89010263,550,B
120157717,553,B
74251244,506,F
74504257,514,F
71967038,528,D
79280487,524,D
75303038,522,E
107569176,528,D
92339281,542,C
59471523,528,D
90935542,543,B
94230632,537,C
43995132,534,C
70181607,588,A
121707360,480,G
93426959,582,A
142107653,524,D
70834416,545,B
88960802,527,D
66482694,522,E
110079479,519,E
61492482,524,D
74754228,534,C
94072881,533,D
38697477,523,E
90308689,527,D
96701901,528,D
88219606,522,E
98177785,543,B
85759275,526,D
54239111,529,D
43996884,527,D
80578831,521,E
41072240,535,C
72134279,538,C
84071369,551,B
139918945,516,E
40491665,520,E
58240289,508,F
58643137,534,C
68566048,536,C
77209714,517,E
52718665,504,G
54728328,510,F
83748129,509,F
68774781,540,C
115371864,572,A
80538746,567,A
44805738,540,C
60045784,555,A
120058997,534,C
56118485,510,F
88879502,515,E
60705724,511,F
42874205,522,E
78031310,569,A
72656002,509,F
96431125,514,F
110050917,553,B
66440254,563,A
57508413,544,B
75256122,550,B
63329869,532,D
78189466,558,A
93701867,539,C
56512569,504,G
95211248,517,E
110663597,534,C
111730129,507,F
61732885,515,E
38172263,554,B
79012591,562,A
103217215,524,D
57316565,519,E
118974721,503,G
56502446,549,B
53995494,513,F
46772485,531,D
126704918,530,D
85629627,508,F
137667138,547,B
65965634,519,E
79032658,533,D
64340979,543,B
94616980,508,F
77584423,524,D
96619879,526,D
87034687,561,A
134895880,514,F
51879351,526,D
76518769,518,E
119655520,520,E
41730186,508,F
55565148,519,E
110005940,519,E
45804447,557,A
60105308,538,C
66593721,504,G
77148115,516,E
97513465,530,D
52007672,502,G
51057040,540,C
61340361,525,D
70953180,545,B
67195251,556,A
66390119,513,F
53332585,539,C
127716658,525,D
46457672,529,D
73726198,516,E
121749276,526,D
39701144,515,E
81334920,545,B
58664096,523,E
73711726,562,A
92597260,524,D
84003446,529,D
38427534,529,D
43956754,520,E
120382516,523,E
54728266,532,D
60830486,530,D
60970885,553,B
57284250,526,D
61548427,524,D
60595136,557,A
72694330,509,F
123996786,548,B
102334357,559,A
110666936,556,A
58361224,505,F
63339693,536,C
37632251,558,A
66560379,514,F
102322205,537,C
55544798,508,F
40421054,537,C
63977366,519,E
84534735,547,B
71553310,537,C
69482740,534,C
59070507,511,F
90071168,525,D
65028613,545,B
102648732,518,E
108778276,569,A
73784584,534,C
73355184,520,E
96793996,509,F
60914605,517,E
76053942,501,G
95865682,514,F
60697480,504,G
48536250,508,F
94396735,527,D
124028364,536,C
66541374,519,E
80639359,518,E
51147498,502,G
110996546,540,C
70994470,507,F
41051991,528,D
113040861,528,D
42753198,517,E
68958848,553,B
94282944,558,A
43285123,516,E
132177773,514,F
55256018,534,C
45455100,501,G
140441994,562,A
96727186,518,E
59280474,532,D
70660583,560,A
70042341,514,F
50143506,502,G
93228287,527,D
61400252,514,F
70651616,502,G
59180394,509,F
120947136,512,F
97212244,522,E
109716467,571,A
73292748,493,G
59250848,522,E
55453987,533,D
64301553,501,G
93137584,520,E
97583593,571,A
39562480,536,C
91019301,539,C
43460405,518,E
79121476,514,F
89857927,542,C
124994515,516,E
50596038,501,G
56280153,523,E
60215214,514,F
78549932,546,B
48715073,515,E
116809355,497,G
43985540,524,D
67277569,507,F
69453947,550,B
99533415,542,C
74955936,547,B
40920746,545,B
65626115,513,F
42354923,532,D
85872827,510,F
117244181,511,F
120122181,513,F
92400390,523,E
66600764,514,F
44573858,525,D
38574949,537,C
68995364,549,B
130801586,523,E
94726939,526,D
77417154,532,D
104744509,534,C
51406687,533,D
77775592,528,D
39631915,520,E
121721629,508,F
94182637,529,D
60307054,497,G
87164240,500,G
109328142,537,C
83262395,528,D
43965818,518,E
69873900,536,C
63180186,549,B
92560186,526,D
66995538,578,A
43905884,527,D
88219433,499,G
50497842,507,F
73292276,551,B
131962999,534,C
88055319,519,E
95206206,519,E
65686497,513,F
115354924,536,C
96808298,566,A
67205860,553,B
67215428,519,E
109704049,553,B
65975094,531,D
121432635,504,G
126731296,534,C
88980098,523,E
85461222,485,G
66290127,488,G
60567145,537,C
119405445,534,C
66544310,530,D
116713220,548,B
38597693,506,F
39887471,526,D
130161260,519,E
43580372,516,E
70481340,512,F
130974115,556,A
125089586,566,A
63449644,534,C
70854504,514,F
57136872,508,F
43459829,532,D
93491180,508,F
59070969,557,A
123059963,535,C
59281064,522,E
81564109,536,C
78528742,546,B
90988290,512,F
52939302,533,D
125052347,526,D
119215607,547,B
88472041,552,B
96948286,519,E
64097909,513,F
67237406,540,C
65077612,526,D
39549908,514,F
84880468,526,D
70281440,523,E
117876946,508,F
63486975,520,E
53081279,509,F
77932087,513,F
88018611,523,E
91078033,549,B
77499847,515,E
75798243,523,E
96225815,533,D
65594610,529,D
92831474,534,C
122673202,522,E
64270867,558,A
97538908,578,A
86623636,499,G
109370973,546,B
55392058,532,D
66524823,509,F
51376383,539,C
90256288,534,C
141145474,540,C
75870632,534,C
52556858,516,E
63398220,506,F
83235127,559,A
112064764,542,C
46105297,519,E
59180441,510,F
50931197,506,F
48635874,531,D
62509726,550,B
95327461,530,D
126788970,566,A
131856324,512,F
86722538,517,E
124043845,541,C
142763561,549,B
91340599,534,C
71562412,525,D
46693288,540,C
73272285,516,E
119272596,515,E
51346617,513,F
38435256,521,E
49974961,514,F
46808172,513,F
91099105,514,F
125886687,522,E
46641034,508,F
85361614,520,E
43105209,508,F
95816078,522,E
38647627,517,E
59271319,529,D
48604713,527,D
81545708,561,A
77338100,540,C
724064,517,E
42425094,536,C
60557034,530,D
128130309,524,D
98705404,521,E
73589435,518,E
61314131,504,G
80600886,516,E
70917718,511,F
128465024,530,D
39319788,532,D
68714888,509,F
128553862,511,F
88767781,495,G
88801127,503,G
71522627,488,G
65039242,540,C
113466721,503,G
119329722,566,A
116821206,500,G
54384633,491,G
46124226,518,E
51005594,535,C
75060316,529,D
42984189,553,B
98855803,533,D
92401491,502,G
69981533,495,G
53624277,538,C
42315311,512,F
67308957,551,B
71061537,532,D
97436450,525,D
63248737,499,G
49086119,540,C
94214222,545,B
48081090,535,C
57366071,523,E
87354300,498,G
70953499,510,F
57186030,561,A
88107353,535,C
41110787,538,C
58642729,540,C
76438295,530,D
132308685,531,D
76202068,540,C
102667392,530,D
62185300,505,F
115379989,562,A
72163694,498,G
54818268,512,F
60793506,542,C
93697293,528,D
70962786,514,F
75397781,532,D
61509769,490,G
51056979,515,E
58421185,495,G
115092825,577,A
132314544,557,A
93972978,499,G
96732550,520,E
109780796,505,F
38576946,501,G
93673344,549,B
73312611,527,D
46506201,526,D
79561273,517,E
61992133,528,D
105751001,573,A
94193830,530,D
55259251,541,C
73451001,506,F
41368988,513,F
37897519,533,D
46526879,538,C
43185763,524,D
74856117,555,A
60396035,532,D
76201296,518,E
93960866,535,C
117889871,556,A
55391767,524,D
91658996,496,G
46084807,538,C
84467698,506,F
114428277,539,C
73805579,519,E
90227759,540,C
132884784,527,D
88898264,564,A
99420483,531,D
78489850,558,A
63518639,531,D
118192755,546,B
74642617,501,G
60873525,526,D
111531138,498,G
143362440,562,A
74685805,515,E
74956287,519,E
59139578,516,E
94339990,539,C
143057742,531,D
124837135,525,D
77467373,520,E
61458619,523,E
68672859,555,A
88163103,503,G
90296667,522,E
65159821,568,A
48625838,526,D
47481262,526,D
75759738,551,B
51046883,549,B
113023699,504,G
78760730,502,G
44875446,534,C
76784247,553,B
125751338,540,C
56041613,522,E
136835832,529,D
88038609,531,D
79311229,558,A
65735861,516,E
104230140,509,F
40473342,531,D
60376977,519,E
62704202,503,G
60275216,528,D
106855549,514,F
68714938,525,D
41257230,523,E
96627147,515,E
107654630,563,A
111696460,538,C
68528655,511,F
75368735,509,F
71806453,521,E
63908722,504,G
88833780,563,A
84949311,541,C
51408352,503,G
91091548,557,A
142613941,541,C
81920466,493,G
141524082,579,A
93752511,550,B
122299639,532,D
38456489,516,E
88533930,543,B
66995393,525,D
74351225,516,E
88119393,528,D
121219025,551,B
116543662,530,D
61312937,500,G
69081654,527,D
38301470,530,D
62156909,544,B
40581076,514,F
71419102,520,E
84334939,560,A
69713404,542,C
46726597,543,B
66501012,531,D
65433903,505,F
105975386,508,F
96924930,535,C
107501822,548,B
73702128,544,B
81424545,537,C
47461155,515,E
83213907,513,F
56119875,522,E
68586963,538,C
74623729,519,E
95210490,497,G
127486535,527,D
60345640,526,D
92788409,572,A
109906309,516,E
85056919,547,B
106503223,527,D
66074574,524,D
75378224,515,E
94361531,549,B
63949166,560,A
68383122,511,F
66624959,496,G
70941433,518,E
76305023,534,C
60555805,512,F
100153250,507,F
38499401,528,D
96812802,517,E
50465925,525,D
104865490,509,F
85592087,485,G
110068252,530,D
102415017,551,B
39760093,530,D
62287368,500,G
39671436,529,D
65282973,543,B
94047079,520,E
65684692,506,F
59212636,507,F
69524376,479,G
84593404,510,F
75850974,532,D
104262029,572,A
70931201,547,B
43966614,545,B
71766197,557,A
101432120,543,B
43520085,506,F
38619790,544,B
142552730,525,D
47907428,533,D
84253742,518,E
107379849,525,D
55072122,529,D
63419531,509,F
70272694,527,D
100051663,512,F
113829475,535,C
50585984,549,B
100337429,524,D
74662481,515,E
101139285,522,E
40440129,498,G
109326105,536,C
73804620,523,E
111674976,524,D
107685876,518,E
88494950,548,B
65854606,515,E
65313403,521,E
57852896,520,E
102606731,512,F
125868457,515,E
136732282,511,F
85666351,579,A
51899104,535,C
88935755,535,C
88734760,510,F
90197688,517,E
68884852,551,B
51366344,524,D
44816408,518,E
87964271,542,C
57344849,546,B
65633281,535,C
41266740,522,E
65735028,543,B
48684954,542,C
105155187,538,C
69942208,523,E
51376210,544,B
55198614,540,C
60903506,494,G
65423026,520,E
134204859,565,A
38520185,553,B
59101665,527,D
84070683,512,F
62764231,539,C
127681004,536,C
48986137,510,F
62285794,517,E
88116062,516,E
121268469,540,C
87034364,511,F
58603616,527,D
50576093,544,B
40942498,520,E
95590840,527,D
105414643,530,D
42394437,505,F
55847767,562,A
84504209,544,B
120611014,556,A
41470374,562,A
75689845,517,E
76152268,552,B
52006725,524,D
108024325,518,E
63519809,500,G
64968114,547,B
115088967,518,E
105940244,520,E
73895662,561,A
78117298,569,A
83725436,519,E
65925303,520,E
39679613,526,D
119979857,541,C
139854431,511,F
91354101,513,F
96660641,508,F
136358437,569,A
72663971,519,E
86052646,523,E
122675004,530,D
128232721,545,B
124731357,510,F
46256029,567,A
70110445,526,D
76335252,516,E
123068887,524,D
109060890,527,D
119375915,557,A
113934542,526,D
73558870,505,F
66054113,568,A
44369130,533,D
73955212,505,F
73934308,524,D
65765159,555,A
38509730,521,E
40972540,531,D
121789642,507,F
88113539,544,B
114062951,496,G
79042978,534,C
68685032,535,C
67819210,538,C
61518947,513,F
117222375,509,F
50213715,488,G
116856441,520,E
109938208,538,C
69086286,538,C
110380711,519,E
115435878,537,C
124040557,514,F
76073319,503,G
55940909,510,F
59602760,526,D
40786280,501,G
91428071,530,D
109706268,527,D
112912584,545,B
48724946,515,E
80539863,522,E
113597604,538,C
75270899,528,D
66436084,512,F
52169500,519,E
85529653,523,E
80598262,508,F
106426372,517,E
38605980,527,D
90134183,522,E
70182827,517,E
52858357,505,F
51316536,498,G
79612836,521,E
74674454,502,G
55910177,553,B
46745663,530,D
102324181,540,C
77090907,521,E
85262205,555,A
54524363,539,C
61459123,513,F
80630384,534,C
106126783,557,A
57712658,543,B
48764326,514,F
55208450,573,A
65613826,535,C
38676341,516,E
65806585,551,B
87205665,494,G
59102831,517,E
60015565,509,F
87115869,535,C
55128757,507,F
116543196,517,E
50525398,507,F
109181364,534,C
63514325,524,D
141291304,549,B
57802143,529,D
87195472,534,C
66414993,519,E
134245428,527,D
62116278,540,C
80570810,537,C
77408162,531,D
70881341,547,B
62072425,515,E
126409984,523,E
55219625,549,B
130068899,528,D
55563857,519,E
61531685,531,D
39410559,521,E
58190405,494,G
61470435,560,A
40492444,510,F
124898623,527,D
110408224,539,C
102659930,498,G
46633285,523,E
81557091,535,C
49994921,542,C
63417368,549,B
43801396,539,C
116832662,555,A
90085410,535,C
88990321,527,D
90997396,523,E
86904665,528,D
57104617,509,F
47837317,507,F
60924297,527,D
54394865,507,F
96402419,582,A
41266978,523,E
52668635,544,B
68825807,558,A
74541616,520,E
70947479,525,D
55271434,540,C
42384879,534,C
84586595,566,A
100032672,505,F
67279521,596,A
43276408,514,F
110907452,497,G
42864794,511,F
77317506,561,A
85166255,501,G
74875825,512,F
101524016,538,C
112967559,507,F
69483272,540,C
56864200,528,D
43945855,546,B
110758343,528,D
71026927,516,E
65087257,527,D
38587601,514,F
42263432,502,G
68821463,557,A
43469645,522,E
83737503,527,D
58360275,499,G
48717194,506,F
52689112,516,E
39897568,526,D
78119810,542,C
72655011,550,B
96627345,527,D
67849287,563,A
63783576,523,E
89817931,525,D
39709418,510,F
138791195,500,G
142760314,511,F
70661926,532,D
126415429,505,F
70875935,534,C
69592519,482,G
46367565,533,D
131422911,557,A
120928689,534,C
133364752,519,E
48070506,552,B
38536671,506,F
76895517,515,E
38312021,542,C
39817712,544,B
70700899,485,G
38517715,515,E
67725724,572,A
51145414,511,F
105417643,530,D
57004842,504,G
76263592,553,B
59563379,554,B
113032233,524,D
86493045,516,E
58663523,523,E
126864343,561,A
137634503,539,C
93942869,547,B
115085976,514,F
69316478,523,E
90936341,503,G
120215142,525,D
48150995,489,G
95276274,541,C
50566700,513,F
75820003,525,D
104895143,532,D
54354436,528,D
74945869,505,F
106975742,525,D
86976340,513,F
66667108,531,D
57712451,533,D
120233859,521,E
132743138,533,D
65966470,523,E
73874812,518,E
97324764,500,G
55098610,546,B
138544926,538,C
56097780,509,F
67475547,541,C
60950432,524,D
67999233,537,C
62674670,533,D
81404562,548,B
97257187,537,C
55128222,518,E
136964965,534,C
65118852,531,D
126302168,534,C
77440748,529,D
43459568,512,F
93869172,516,E
107970126,558,A
42484650,509,F
51316341,567,A
87264595,539,C
127194610,523,E
79652997,527,D
65641873,487,G
69128066,522,E
78379467,534,C
48696155,510,F
71005759,559,A
77377514,532,D
44077361,492,G
75223786,503,G
98888717,540,C
67279122,514,F
66045617,526,D
60810175,556,A
70160986,511,F
76221491,529,D
56110388,515,E
59220394,516,E
43580217,505,F
70722557,538,C
109172286,543,B
40471138,528,D
38922492,562,A
136833403,526,D
133371895,516,E
75888141,553,B
59271504,534,C
61464035,548,B
95159817,511,F
131476095,546,B
64330290,565,A
50074598,535,C
72592699,542,C
52047113,517,E
76718807,509,F
125488055,528,D
60055798,522,E
121934211,564,A
60405188,501,G
50343215,522,E
126860752,492,G
90581264,536,C
138870752,518,E
40564384,531,D
127725087,557,A
92523541,525,D
38515739,526,D
104322207,519,E
63438438,520,E
70611178,550,B
40960152,506,F
85593067,524,D
61473838,513,F
96533797,522,E
124143991,508,F
71015095,584,A
52046121,530,D
70852728,529,D
55159749,498,G
76371369,522,E
68841907,500,G
68192137,532,D
66004245,530,D
122978631,493,G
69454725,508,F
104162192,496,G
116880044,512,F
74865739,503,G
93604427,538,C
95796283,507,F
38640248,496,G
41019686,534,C
83983985,531,D
88351540,529,D
66470740,483,G
85588947,534,C
40277743,511,F
40583555,515,E
60874539,520,E
76273334,512,F
78140052,506,F
57664296,526,D
126154464,541,C
133034856,526,D
128587768,530,D
124911918,526,D
65422785,536,C
46117844,549,B
40383499,508,F
71794192,576,A
84594414,518,E
94741489,511,F
114023741,515,E
46477773,516,E
77321406,511,F
55230866,543,B
74586265,501,G
68585673,514,F
88207556,541,C
39652608,547,B
46836869,513,F
67279587,543,B
74512937,508,F
91951696,513,F
38556080,539,C
72562958,539,C
63977352,505,F
87154931,506,F
90170893,547,B
58673081,501,G
76945269,495,G
587266,538,C
60742747,549,B
132431034,549,B
59925326,513,F
41163603,528,D
64151078,524,D
79155087,515,E
116755630,529,D
58534319,515,E
74596628,562,A
21911393,514,F
75124131,506,F
74712853,520,E
81374044,512,F
76344465,558,A
71015362,545,B
95374489,537,C
59451442,530,D
43749303,516,E
131527314,537,C
71864812,524,D
38162174,532,D
67286800,535,C
49954648,565,A
138857272,546,B
41339161,524,D
70331486,534,C
73313237,524,D
130952889,530,D
47370428,508,F
129541009,552,B
59453279,523,E
108781868,542,C
54067771,542,C
92525143,485,G
74623057,536,C
63480480,548,B
64067918,503,G
68574696,536,C
69227181,517,E
77427623,549,B
92512619,550,B
41700223,534,C
121829332,516,E
131996181,515,E
127173597,558,A
83134939,526,D
60974841,522,E
55461305,566,A
38585917,524,D
66453003,574,A
85522866,528,D
77426275,539,C
56097413,512,F
80668243,570,A
95567560,539,C
60535390,532,D
86965410,524,D
126069427,557,A
46794121,518,E
124000715,513,F
39622336,509,F
63600116,546,B
46743857,528,D
72800544,500,G
61323027,544,B
57295339,522,E
69913129,533,D
75094962,511,F
116882021,504,G
54848817,514,F
48564587,546,B
98878315,513,F
93523646,520,E
85951421,543,B
46825219,512,F
126194575,532,D
94637065,528,D
61383920,550,B
57704606,531,D
57325327,502,G
121313206,517,E
77370087,551,B
88178730,513,F
40876884,499,G
55767120,559,A
57344446,536,C
117508691,513,F
38445010,520,E
88840631,514,F
50486095,541,C
90706373,502,G
61380025,502,G
84890408,530,D
107471650,582,A
80569252,501,G
99243907,526,D
94801678,516,E
75300278,538,C
56905800,522,E
79112302,489,G
44076570,514,F
58624274,511,F
114729471,536,C
65725257,547,B
81523867,561,A
136592782,527,D
115354236,533,D
65503580,522,E
57196871,528,D
110895931,557,A
86623368,512,F
80560556,524,D
64761790,510,F
89021348,527,D
51166004,501,G
68585831,527,D
44086680,515,E
42284364,527,D
68050113,549,B
46506827,523,E
42484914,514,F
116766875,495,G
92034572,540,C
65771948,544,B
100709152,536,C
44906172,530,D
98427199,523,E
90279842,547,B
76764428,537,C
43409469,513,F
43470025,538,C
95242390,518,E
74516575,510,F
126412005,564,A
41237606,502,G
93792221,516,E
117268949,546,B
55898816,533,D
53624668,527,D
116618494,552,B
86082156,518,E
50315727,518,E
43315610,488,G
96618755,544,B
93012054,521,E
98905990,524,D
